개화,0.0,0.0
김포공항,3.6,3.6
공항시장,0.8,4.4
신방화.0.8,5.2
마곡나루.0.9,6.1
양천향교,1.4,7.5
가양,1.3,8.8
증미,0.7,9.5
등촌,1.0,10.5
염창,0.9,11.4
신목동,0.9,12.3
선유도,1.2,13.5
당산,1.0,14.5
국회의사당,1.5,16.0
여의도,0.9,16.9
샛강,0.8,17.7
노량진,1.2,18.9
노들,1.1,20.0
흑석,1.1,21.1
동작,1.4,22.5
구반포,1.0,23.5
신반포,0.7,24.2
고속터미널,0.8,25.0
사평,1.1,26.1
신논현,0.9,27.0
언주,0.8,27.8
선정릉,0.9,28.7
삼성중앙,0.8,29.5
봉은사,0.8,30.3
종합운동장,1.4,31.7
삼전,1.4,33.1
석촌고분,0.8,33.9
석촌,1.0,34.9
송파나루,0.8,35.7
한성백제,0.8,36.5
올림픽공원,1.4,37.9
둔촌오륜,1.0,38.9
중앙보훈병원
